team_id,team_url,fifa_version,fifa_update,update_as_of,team_name,league_id,league_name,league_level,nationality_id,nationality_name,overall,attack,midfield,defence,coach_id,home_stadium,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_style,def_team_width,def_team_depth,def_defence_pressure,def_defence_aggression,def_defence_width,def_defence_defender_line,off_style,off_build_up_play,off_chance_creation,off_team_width,off_players_in_box,off_corners,off_free_kicks,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,build_up_play_positioning,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,chance_creation_positioning
1934,/team/1934/swindon-town/240002,24,2,2023-09-22,Swindon Town,61,League Two,4.0,14,England,62,62,62,61,2133.0,Court Lane,1951,1,4.0,,2100000.0,24.45,22.64,195671.0,238059.0,238059.0,238059.0,238059.0,195671.0,238059.0,240248.0,Balanced,61.0,41.0,,,,,,Slow build up,Possession,71.0,3.0,3.0,3.0,,,,,,,,
1935,/team/1935/colchester-united/240002,24,2,2023-09-22,Colchester United,61,League Two,4.0,14,England,62,59,61,61,37386304.0,Court Lane,94,1,3.0,,2000000.0,23.09,23.0,257863.0,246326.0,246326.0,246326.0,236818.0,269691.0,246326.0,246326.0,Pressure on heavy touch,51.0,51.0,,,,,,Fast build up,Forward runs,61.0,6.0,3.0,3.0,,,,,,,,
1937,/team/1937/notts-county/240002,24,2,2023-09-22,Notts County,61,League Two,4.0,14,England,62,66,63,60,524299.0,Ivy Lane,14,1,10.0,,2300000.0,27.73,26.79,232114.0,184387.0,184387.0,224956.0,184387.0,180818.0,224956.0,211228.0,Press after possession loss,51.0,81.0,,,,,,Slow build up,Possession,81.0,4.0,3.0,3.0,,,,,,,,
112222,/team/112222/harrogate-town/240002,24,2,2023-09-22,Harrogate Town,61,League Two,4.0,14,England,62,64,61,62,1552186.0,Town Park,1804,1,3.0,,2500000.0,25.73,25.43,186494.0,244673.0,244673.0,244673.0,244673.0,226950.0,244673.0,244673.0,Balanced,51.0,61.0,,,,,,Balanced,Balanced,51.0,4.0,3.0,3.0,,,,,,,,
112259,/team/112259/afc-wimbledon/240002,24,2,2023-09-22,AFC Wimbledon,61,League Two,4.0,14,England,62,62,62,60,2003.0,Molton Road (Sheldon Stadium),1798,1,5.0,,2500000.0,25.36,23.93,203415.0,228642.0,203415.0,203415.0,228642.0,263376.0,203415.0,228642.0,Press after possession loss,41.0,51.0,,,,,,Balanced,Balanced,41.0,3.0,3.0,3.0,,,,,,,,
142,/team/142/doncaster-rovers/240002,24,2,2023-09-22,Doncaster Rovers,61,League Two,4.0,14,England,61,62,60,61,1749.0,Molton Road (Sheldon Stadium),1797,1,7.0,,2000000.0,26.18,24.71,156464.0,179663.0,179663.0,179663.0,179663.0,211143.0,179663.0,235915.0,Balanced,51.0,41.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
15048,/team/15048/tranmere-rovers/240002,24,2,2023-09-22,Tranmere Rovers,61,League Two,4.0,14,England,61,62,61,60,524223.0,Ivy Lane,4,1,7.0,,2300000.0,26.91,25.27,222947.0,237731.0,237731.0,237731.0,237731.0,237731.0,227947.0,227947.0,Balanced,61.0,51.0,,,,,,Balanced,Balanced,51.0,6.0,3.0,3.0,,,,,,,,
110313,/team/110313/accrington-stanley/240002,24,2,2023-09-22,Accrington Stanley,61,League Two,4.0,14,England,61,59,62,59,524572.0,Town Park,357,1,4.0,,3300000.0,25.0,23.0,187782.0,243696.0,263371.0,263371.0,243696.0,263371.0,263371.0,243696.0,Press after possession loss,61.0,41.0,,,,,,Long ball,Direct passing,61.0,3.0,3.0,3.0,,,,,,,,
110799,/team/110799/sutton-united/240002,24,2,2023-09-22,Sutton United,61,League Two,4.0,14,England,61,61,61,62,34455769.0,Town Park,112259,1,2.0,,2400000.0,28.64,28.18,186157.0,176442.0,176442.0,176442.0,176442.0,236025.0,176442.0,176442.0,Press after possession loss,51.0,81.0,,,,,,Fast build up,Forward runs,51.0,6.0,3.0,3.0,,,,,,,,
121,/team/121/crewe-alexandra/240002,24,2,2023-09-22,Crewe Alexandra,61,League Two,4.0,14,England,60,62,60,61,10249.0,Court Lane,1928,1,4.0,,2000000.0,24.55,22.73,241828.0,209368.0,209368.0,209368.0,209368.0,200781.0,266122.0,209368.0,Balanced,61.0,41.0,,,,,,Long ball,Direct passing,61.0,5.0,3.0,3.0,,,,,,,,
357,/team/357/morecambe/240002,24,2,2023-09-22,Morecambe,61,League Two,4.0,14,England,60,57,60,61,524027.0,Town Park,110313,1,2.0,,2700000.0,23.45,24.26,213686.0,271675.0,265658.0,265658.0,271675.0,273619.0,213686.0,271675.0,Balanced,41.0,37.0,,,,,,Long ball,Direct passing,51.0,3.0,3.0,3.0,,,,,,,,
110890,/team/110890/crawley-town/240002,24,2,2023-09-22,Crawley Town,61,League Two,4.0,14,England,60,58,60,60,15322.0,Town Park,112259,1,1.0,,2100000.0,25.09,24.26,246243.0,221279.0,221279.0,221279.0,221279.0,262831.0,221279.0,221279.0,Press after possession loss,61.0,61.0,,,,,,Slow build up,Possession,71.0,4.0,3.0,3.0,,,,,,,,
